symbol,t,sig10,vsr10Active,vsr10Age,pos10,last10,trend,closeVsEma,emaSlope,closeVsVwap,volRatio,zone20
BNBUSDT,512,0.32,1,351,0,NONE,1,BELOW,FALLING,ABOVE,0.49,0
BNBUSDT,516,0.28,1,355,0,NONE,1,BELOW,FALLING,BELOW,1.17,0
BNBUSDT,520,0.86,1,359,0,NONE,1,ABOVE,FALLING,BELOW,0.95,0
BNBUSDT,524,0.01,1,363,0,NONE,1,ABOVE,RISING,ABOVE,1.7,0
BNBUSDT,528,0.58,1,367,0,NONE,1,ABOVE,RISING,ABOVE,1.75,0
BNBUSDT,532,0.05,1,371,0,NONE,1,ABOVE,RISING,ABOVE,0.57,0
BNBUSDT,536,0.09,1,375,0,NONE,1,ABOVE,RISING,ABOVE,1.32,0
BNBUSDT,540,0.48,1,379,0,NONE,1,ABOVE,RISING,ABOVE,0.74,0
BNBUSDT,544,0.26,1,383,0,NONE,1,ABOVE,RISING,ABOVE,0.73,0
BNBUSDT,548,0.43,1,387,0,NONE,1,ABOVE,RISING,ABOVE,0.71,0
BNBUSDT,552,0.09,1,391,0,NONE,1,ABOVE,RISING,ABOVE,0.72,0
BNBUSDT,556,0.41,1,395,0,NONE,1,BELOW,FALLING,ABOVE,0.6,0
BNBUSDT,560,0.4,1,399,0,NONE,1,ABOVE,RISING,ABOVE,0.73,0
BNBUSDT,564,0.02,1,403,0,NONE,1,ABOVE,RISING,ABOVE,0.39,0
BNBUSDT,568,0.4,1,407,0,NONE,1,BELOW,RISING,ABOVE,0.73,0
BNBUSDT,572,0.18,1,411,0,NONE,1,ABOVE,RISING,ABOVE,0.68,0
BNBUSDT,576,0.14,1,415,0,NONE,1,ABOVE,RISING,ABOVE,1.35,0
BNBUSDT,580,0.45,1,419,0,NONE,1,ABOVE,RISING,ABOVE,0.49,0
BNBUSDT,584,0.96,1,423,0,NONE,1,ABOVE,RISING,ABOVE,0.49,0
BNBUSDT,588,1.35,1,427,0,NONE,1,ABOVE,RISING,ABOVE,2.75,0
BNBUSDT,592,0.44,1,431,0,NONE,1,ABOVE,RISING,BELOW,1.1,0
BNBUSDT,596,0.02,1,435,0,NONE,1,ABOVE,RISING,BELOW,0.44,0
BNBUSDT,600,0.47,1,439,0,NONE,1,ABOVE,RISING,BELOW,0.57,0
BNBUSDT,604,0.34,1,443,0,NONE,1,BELOW,FALLING,BELOW,0.39,0
BNBUSDT,608,0.02,1,447,0,NONE,1,BELOW,FALLING,BELOW,0.4,0
BNBUSDT,612,0.1,1,451,0,NONE,1,BELOW,FALLING,BELOW,0.65,0
BNBUSDT,616,0.36,1,455,0,NONE,1,ABOVE,RISING,BELOW,1.56,0
BNBUSDT,620,0.34,1,459,0,NONE,1,BELOW,FALLING,BELOW,1.14,0
BNBUSDT,624,2.03,1,463,0,NONE,1,BELOW,FALLING,BELOW,3.07,0
BNBUSDT,628,0.22,1,467,0,NONE,1,ABOVE,RISING,BELOW,0.67,0
BNBUSDT,632,0.39,1,471,0,NONE,1,ABOVE,RISING,ABOVE,0.82,0
BNBUSDT,636,1.74,1,475,0,NONE,1,ABOVE,RISING,ABOVE,1.74,0
BNBUSDT,640,0.75,1,479,0,NONE,1,ABOVE,RISING,ABOVE,1.03,0
BNBUSDT,644,1.6,1,483,0,NONE,1,ABOVE,RISING,ABOVE,1.78,0
BNBUSDT,648,1.87,1,487,0,NONE,1,ABOVE,RISING,ABOVE,2.5,0
BNBUSDT,652,0.54,1,491,0,NONE,1,ABOVE,RISING,ABOVE,2.44,0
BNBUSDT,656,0.07,1,495,0,NONE,1,ABOVE,RISING,ABOVE,0.59,0
BNBUSDT,660,0.22,1,499,0,NONE,1,ABOVE,RISING,ABOVE,0.31,0
BNBUSDT,664,0.32,1,503,0,NONE,1,ABOVE,RISING,ABOVE,0.38,0
BNBUSDT,668,0.51,1,507,0,NONE,1,ABOVE,FALLING,ABOVE,0.25,0
BNBUSDT,672,0.55,1,511,0,NONE,1,ABOVE,RISING,ABOVE,0.35,0
BNBUSDT,676,1,1,515,0,NONE,1,ABOVE,RISING,ABOVE,0.89,0
BNBUSDT,680,0.39,1,519,0,NONE,1,ABOVE,RISING,ABOVE,1.06,0
BNBUSDT,684,0.69,1,523,0,NONE,1,ABOVE,RISING,BELOW,1.43,0
BNBUSDT,688,0.5,1,527,0,NONE,1,ABOVE,FALLING,BELOW,0.96,0
BNBUSDT,692,1.2,1,531,0,NONE,1,BELOW,FALLING,BELOW,0.39,0
BNBUSDT,696,0.17,1,535,0,NONE,1,ABOVE,FALLING,BELOW,0.34,0
BNBUSDT,700,0.14,1,539,0,NONE,1,BELOW,RISING,BELOW,0.88,0
BNBUSDT,704,0.96,1,543,0,NONE,1,ABOVE,RISING,ABOVE,0.97,0
BNBUSDT,708,3.17,1,547,0,NONE,1,ABOVE,RISING,ABOVE,1.94,0
BNBUSDT,712,0.72,1,551,0,NONE,1,ABOVE,RISING,ABOVE,1.02,0
BNBUSDT,716,1.17,1,555,0,NONE,1,ABOVE,RISING,ABOVE,1.65,0
BNBUSDT,720,1.1,1,559,0,NONE,1,BELOW,FALLING,BELOW,0.51,0
BNBUSDT,724,0.65,1,563,0,NONE,1,ABOVE,RISING,ABOVE,0.63,0
BNBUSDT,728,0.38,1,567,0,NONE,1,BELOW,FALLING,ABOVE,3.11,0
BNBUSDT,732,0.33,1,571,0,NONE,1,BELOW,FALLING,BELOW,2.56,0
BNBUSDT,736,0.15,1,575,0,NONE,-1,BELOW,FALLING,BELOW,0.9,0
BNBUSDT,740,0.34,1,579,0,NONE,-1,ABOVE,FALLING,BELOW,0.87,0
BNBUSDT,744,1.08,1,583,0,NONE,-1,BELOW,RISING,BELOW,0.5,0
BNBUSDT,748,2.38,1,587,0,NONE,-1,BELOW,FALLING,BELOW,0.33,0
BNBUSDT,752,0.92,1,591,0,NONE,-1,BELOW,FALLING,BELOW,0.34,0
BNBUSDT,756,0.31,1,595,0,NONE,-1,BELOW,FALLING,BELOW,0.59,0
BNBUSDT,760,0.03,1,599,0,NONE,-1,ABOVE,RISING,BELOW,0.6,0
BNBUSDT,764,0.68,1,603,0,NONE,-1,BELOW,RISING,BELOW,0.3,0
BNBUSDT,768,0.96,1,607,0,NONE,-1,ABOVE,RISING,BELOW,0.42,0
BNBUSDT,772,4.05,1,611,0,NONE,-1,BELOW,RISING,BELOW,1.4,0
BNBUSDT,776,0.22,1,615,0,NONE,-1,BELOW,FALLING,BELOW,1.13,0
BNBUSDT,780,0.46,1,619,0,NONE,-1,ABOVE,FALLING,ABOVE,2.34,0
BNBUSDT,784,0.08,1,623,0,NONE,-1,ABOVE,RISING,ABOVE,0.56,0
BNBUSDT,788,0.22,1,627,0,NONE,-1,ABOVE,RISING,ABOVE,1.37,0
BNBUSDT,792,0.67,1,631,0,NONE,-1,ABOVE,FALLING,ABOVE,1.47,0
BNBUSDT,796,0.02,1,635,0,NONE,-1,BELOW,FALLING,BELOW,0.78,0
BNBUSDT,800,0.46,1,639,0,NONE,-1,BELOW,FALLING,BELOW,0.99,0
BNBUSDT,804,0.51,1,643,0,NONE,-1,ABOVE,RISING,ABOVE,0.81,0
BNBUSDT,808,0.69,1,647,0,NONE,-1,ABOVE,RISING,ABOVE,0.51,0
BNBUSDT,812,0.96,1,651,0,NONE,-1,ABOVE,RISING,ABOVE,1,0
BNBUSDT,816,0.43,1,2,1,NONE,-1,ABOVE,RISING,ABOVE,0.89,0
BNBUSDT,820,0.12,1,6,1,NONE,-1,ABOVE,RISING,ABOVE,0.54,0
BNBUSDT,824,0.4,1,10,1,NONE,-1,ABOVE,RISING,ABOVE,0.53,0
BNBUSDT,828,0.04,1,2,0,BOUNCE,-1,BELOW,FALLING,ABOVE,0.71,0
BNBUSDT,832,0.08,1,6,0.507,BOUNCE,-1,ABOVE,RISING,ABOVE,0.79,0
BNBUSDT,836,0.21,1,10,0,BOUNCE,-1,BELOW,FALLING,BELOW,0.9,0
BNBUSDT,840,0.09,1,14,0,BOUNCE,-1,BELOW,FALLING,BELOW,0.97,0
BNBUSDT,844,0.68,1,18,0,BOUNCE,-1,BELOW,FALLING,BELOW,0.57,0
BNBUSDT,848,0.36,1,22,0,BOUNCE,-1,BELOW,FALLING,BELOW,0.68,0
BNBUSDT,852,1.07,1,26,0,NONE,-1,ABOVE,RISING,ABOVE,0.55,0
BNBUSDT,856,0.62,1,30,0,NONE,-1,ABOVE,RISING,ABOVE,0.72,0
BNBUSDT,860,1.41,1,34,0,NONE,-1,ABOVE,RISING,ABOVE,0.89,0
BNBUSDT,864,0.24,1,38,0,NONE,-1,ABOVE,RISING,ABOVE,0.43,0
BNBUSDT,868,0.65,1,42,0,NONE,-1,BELOW,FALLING,BELOW,0.62,0
BNBUSDT,872,2.3,1,46,0,NONE,-1,ABOVE,RISING,ABOVE,1.02,0
BNBUSDT,876,2.6,1,50,0,NONE,-1,ABOVE,RISING,ABOVE,2.88,0
BNBUSDT,880,0.91,1,54,0,NONE,-1,BELOW,FALLING,BELOW,1.73,0
BNBUSDT,884,1,1,58,0,NONE,-1,BELOW,FALLING,BELOW,0.72,0
BNBUSDT,888,1.5,1,62,0,NONE,-1,ABOVE,RISING,ABOVE,0.68,0
BNBUSDT,892,0.76,1,66,0,NONE,-1,BELOW,RISING,BELOW,0.81,0
BNBUSDT,896,6.49,1,70,0,NONE,-1,BELOW,FALLING,BELOW,3.56,0
BNBUSDT,900,0.17,1,74,0,NONE,-1,BELOW,FALLING,BELOW,0.68,0
BNBUSDT,904,0.4,1,78,0,NONE,-1,ABOVE,FALLING,BELOW,1.27,0
BNBUSDT,908,0.78,1,82,0,NONE,-1,ABOVE,RISING,ABOVE,1.4,0
BNBUSDT,912,0.05,1,86,0,NONE,-1,ABOVE,RISING,ABOVE,0.65,0
BNBUSDT,916,0.17,1,90,0.319,NONE,-1,ABOVE,RISING,ABOVE,0.86,0
BNBUSDT,920,0.36,1,94,1,NONE,-1,ABOVE,RISING,ABOVE,0.58,0
BNBUSDT,924,0.82,1,98,0.87,NONE,1,ABOVE,RISING,ABOVE,0.3,0
BNBUSDT,928,0.07,1,102,0.457,NONE,1,ABOVE,RISING,ABOVE,0.59,0
BNBUSDT,932,0.64,1,106,0.594,NONE,1,ABOVE,RISING,ABOVE,0.41,0
BNBUSDT,936,1.13,1,110,0.928,NONE,1,ABOVE,RISING,ABOVE,0.82,0
BNBUSDT,940,0.85,1,114,0.754,NONE,1,ABOVE,FALLING,ABOVE,1.2,0
BNBUSDT,944,0.9,1,118,0,NONE,1,BELOW,FALLING,ABOVE,0.41,0
BNBUSDT,948,0.05,1,122,0.022,NONE,1,BELOW,FALLING,ABOVE,0.37,0
BNBUSDT,952,0.37,1,126,0,NONE,1,BELOW,FALLING,ABOVE,0.57,0
BNBUSDT,956,1.04,1,130,0,NONE,1,BELOW,FALLING,BELOW,0.57,0
BNBUSDT,960,3.44,1,134,0,NONE,1,BELOW,FALLING,ABOVE,1.22,0
BNBUSDT,964,0.43,1,138,0.978,NONE,1,ABOVE,RISING,ABOVE,1.17,0
BNBUSDT,968,0.17,1,142,1,NONE,1,ABOVE,RISING,ABOVE,0.81,0
BNBUSDT,972,0.73,1,146,1,NONE,1,ABOVE,RISING,ABOVE,1.04,0
BNBUSDT,976,0.85,1,150,1,NONE,1,ABOVE,RISING,ABOVE,2.53,0
BNBUSDT,980,2.88,1,154,0.848,NONE,1,BELOW,RISING,BELOW,2.01,0
BNBUSDT,984,0.51,1,158,0.435,NONE,1,BELOW,FALLING,BELOW,1.5,0
BNBUSDT,988,0.4,1,162,0,NONE,1,BELOW,FALLING,BELOW,0.39,0
BNBUSDT,992,0.77,1,166,0,NONE,1,BELOW,FALLING,BELOW,0.62,0
BNBUSDT,996,0.5,1,170,0,NONE,1,BELOW,FALLING,BELOW,0.68,0
BNBUSDT,1000,5.17,1,174,0,NONE,-1,BELOW,FALLING,BELOW,1.26,0
BNBUSDT,1004,0.01,1,178,0,NONE,-1,ABOVE,RISING,BELOW,1.16,0
BNBUSDT,1008,0.61,1,182,0,NONE,-1,BELOW,FALLING,BELOW,0.66,0
BNBUSDT,1012,0.4,1,186,0,NONE,-1,BELOW,FALLING,BELOW,1.67,0
BNBUSDT,1016,0.69,1,190,0,NONE,-1,BELOW,FALLING,BELOW,1.14,0
BNBUSDT,1020,0.17,1,194,0,NONE,-1,BELOW,FALLING,BELOW,0.62,0
BNBUSDT,1024,0.64,1,198,0,NONE,-1,BELOW,FALLING,BELOW,0.29,0
BNBUSDT,1028,0.98,1,202,0,NONE,-1,BELOW,FALLING,BELOW,0.34,0
BNBUSDT,1032,0.52,1,206,0,NONE,-1,BELOW,FALLING,BELOW,0.43,0
BNBUSDT,1036,0.39,1,210,0,NONE,-1,BELOW,FALLING,BELOW,0.69,0
BNBUSDT,1040,0.1,1,214,0,NONE,-1,BELOW,FALLING,BELOW,0.45,0
BNBUSDT,1044,0.52,1,218,0,NONE,-1,ABOVE,RISING,BELOW,0.47,0
BNBUSDT,1048,1.24,1,222,0,NONE,-1,ABOVE,RISING,BELOW,0.28,0
BNBUSDT,1052,0.26,1,226,0,NONE,-1,BELOW,FALLING,BELOW,0.75,0
BNBUSDT,1056,0.37,1,230,0,NONE,-1,BELOW,FALLING,BELOW,1.36,0
BNBUSDT,1060,0.68,1,234,0,NONE,-1,BELOW,FALLING,BELOW,3.46,0
BNBUSDT,1064,0.26,1,238,0,NONE,-1,BELOW,FALLING,BELOW,0.97,0
BNBUSDT,1068,0.25,1,242,0,NONE,-1,BELOW,FALLING,ABOVE,0.94,0
BNBUSDT,1072,1.6,1,246,0,NONE,-1,BELOW,FALLING,ABOVE,1.68,0
BNBUSDT,1076,0.9,1,250,0,NONE,-1,ABOVE,FALLING,ABOVE,0.37,0
BNBUSDT,1080,0.16,1,254,0,NONE,-1,ABOVE,FALLING,ABOVE,0.7,0
BNBUSDT,1084,0.35,1,258,0,NONE,-1,ABOVE,RISING,ABOVE,0.51,0
BNBUSDT,1088,1.08,1,262,0,NONE,-1,ABOVE,RISING,ABOVE,1.04,0
BNBUSDT,1092,1.27,1,266,0,NONE,-1,ABOVE,RISING,ABOVE,0.59,0
BNBUSDT,1096,1.31,1,270,0,NONE,-1,BELOW,FALLING,ABOVE,0.76,0
BNBUSDT,1100,0.07,1,274,0,NONE,-1,ABOVE,RISING,ABOVE,1.36,0
BNBUSDT,1104,0.34,1,278,0,NONE,-1,ABOVE,RISING,ABOVE,1.27,0
BNBUSDT,1108,0.26,1,282,0,NONE,-1,ABOVE,RISING,ABOVE,0.52,0
BNBUSDT,1112,0,1,286,0,NONE,1,ABOVE,RISING,ABOVE,0.68,0
BNBUSDT,1116,0.32,1,290,0,NONE,1,ABOVE,RISING,ABOVE,0.56,0
BNBUSDT,1120,3.18,1,294,0,NONE,1,BELOW,FALLING,ABOVE,1.34,0
BNBUSDT,1124,0.44,1,298,0,NONE,1,BELOW,FALLING,ABOVE,0.39,0
BNBUSDT,1128,0.38,1,302,0,NONE,1,BELOW,FALLING,ABOVE,0.7,0
BNBUSDT,1132,0.1,1,306,0,NONE,1,BELOW,FALLING,ABOVE,1.29,0
BNBUSDT,1136,0.31,1,310,0,NONE,1,BELOW,FALLING,ABOVE,0.7,0
BNBUSDT,1140,0.1,1,314,0,NONE,1,ABOVE,RISING,ABOVE,0.53,0
BNBUSDT,1144,0.27,1,318,0,NONE,1,ABOVE,RISING,ABOVE,0.55,0
BNBUSDT,1148,1.06,1,322,0,NONE,1,BELOW,RISING,ABOVE,1.79,0
BNBUSDT,1152,0.19,1,326,0,NONE,1,BELOW,FALLING,ABOVE,0.45,0
BNBUSDT,1156,1.25,1,330,0,NONE,1,BELOW,FALLING,ABOVE,0.29,0
BNBUSDT,1160,0.86,1,334,0,NONE,1,ABOVE,RISING,ABOVE,1.09,0
BNBUSDT,1164,0.55,1,338,0,NONE,1,ABOVE,RISING,ABOVE,3.66,0
BNBUSDT,1168,1.07,1,342,0,NONE,1,ABOVE,RISING,BELOW,0.8,0
BNBUSDT,1172,4.34,1,346,0,NONE,1,BELOW,RISING,BELOW,1.69,0
BNBUSDT,1176,0.4,1,350,0,NONE,1,BELOW,FALLING,BELOW,0.36,0
BNBUSDT,1180,0.25,1,354,0,NONE,1,BELOW,FALLING,BELOW,0.29,0
BNBUSDT,1184,0.35,1,358,0,NONE,1,BELOW,FALLING,BELOW,0.5,0
BNBUSDT,1188,0.5,1,362,0,NONE,1,BELOW,FALLING,BELOW,0.52,0
BNBUSDT,1192,0.12,1,366,0,NONE,1,ABOVE,RISING,BELOW,0.99,0
BNBUSDT,1196,1.65,1,370,0,NONE,1,BELOW,FALLING,BELOW,3.54,0
BNBUSDT,1200,0.33,1,374,0,NONE,1,BELOW,FALLING,BELOW,2.2,0
BNBUSDT,1204,0.76,1,378,0,NONE,1,ABOVE,FALLING,BELOW,0.41,0
BNBUSDT,1208,0.57,1,382,0,NONE,1,BELOW,FALLING,BELOW,0.76,0
BNBUSDT,1212,4.42,1,386,0,NONE,1,BELOW,FALLING,BELOW,1.15,0
BNBUSDT,1216,2.17,1,390,0,NONE,-1,BELOW,FALLING,BELOW,2.49,0
BNBUSDT,1220,0.47,1,394,0,NONE,-1,BELOW,FALLING,BELOW,1.77,0
BNBUSDT,1224,0.48,1,398,0,NONE,-1,ABOVE,FALLING,BELOW,0.81,0
BNBUSDT,1228,1.21,1,402,0,NONE,-1,BELOW,FALLING,BELOW,0.48,0
BNBUSDT,1232,0.83,1,406,0,NONE,-1,BELOW,FALLING,BELOW,0.26,0
BNBUSDT,1236,1.34,1,410,0,NONE,-1,BELOW,FALLING,BELOW,0.21,0
BNBUSDT,1240,0.33,1,414,0,NONE,-1,ABOVE,FALLING,BELOW,0.52,0
BNBUSDT,1244,10.29,1,0,1,NONE,-1,ABOVE,FALLING,BELOW,2.92,0
BNBUSDT,1248,0.62,1,4,1,BOUNCE,-1,ABOVE,RISING,BELOW,0.84,0
BNBUSDT,1252,0.38,1,8,0.095,BOUNCE,-1,BELOW,FALLING,BELOW,2.47,0
BNBUSDT,1256,0.08,1,12,1,BOUNCE,-1,ABOVE,RISING,ABOVE,1.56,0
BNBUSDT,1260,0.33,1,16,1,BOUNCE,-1,ABOVE,RISING,BELOW,1.4,0
BNBUSDT,1264,1.09,1,20,1,BOUNCE,-1,BELOW,FALLING,BELOW,0.32,0
BNBUSDT,1268,0.37,1,24,1,BOUNCE,-1,BELOW,FALLING,BELOW,0.42,0
BNBUSDT,1272,7.6,1,28,1,NONE,-1,BELOW,FALLING,BELOW,2.54,0
BNBUSDT,1276,0.31,1,32,0.167,NONE,-1,BELOW,FALLING,BELOW,0.56,0
BNBUSDT,1280,0.18,1,36,1,NONE,-1,ABOVE,FALLING,BELOW,0.63,0
BNBUSDT,1284,0.33,1,40,1,NONE,-1,ABOVE,RISING,ABOVE,0.53,0
BNBUSDT,1288,0.51,1,44,1,NONE,-1,ABOVE,RISING,ABOVE,0.54,0
BNBUSDT,1292,0.39,1,48,1,NONE,-1,BELOW,FALLING,BELOW,0.5,0
BNBUSDT,1296,0.2,1,52,1,NONE,-1,ABOVE,FALLING,BELOW,0.7,0
BNBUSDT,1300,0.35,1,56,1,NONE,-1,BELOW,FALLING,BELOW,0.41,0
BNBUSDT,1304,0.22,1,60,1,NONE,-1,BELOW,FALLING,BELOW,0.45,0
BNBUSDT,1308,1.65,1,64,1,NONE,-1,ABOVE,RISING,ABOVE,3.45,0
BNBUSDT,1312,0.16,1,68,1,NONE,-1,ABOVE,RISING,ABOVE,0.78,0
BNBUSDT,1316,0.83,1,72,1,NONE,-1,BELOW,RISING,BELOW,2.77,0
BNBUSDT,1320,0.1,1,76,1,NONE,-1,BELOW,RISING,ABOVE,0.52,0
BNBUSDT,1324,0.58,1,80,1,NONE,-1,ABOVE,RISING,ABOVE,0.55,0
BNBUSDT,1328,0.29,1,84,1,NONE,-1,BELOW,FALLING,BELOW,0.34,0
BNBUSDT,1332,0.44,1,1,0,NONE,-1,BELOW,FALLING,BELOW,1.05,0
BNBUSDT,1336,0.22,1,5,0,NONE,-1,BELOW,FALLING,BELOW,0.5,0
